date, away, home, away_score, home_score, home_sp, away_sp ,net_score,home_sp_stat,away_sp_stat,win
20230607,SEA,SDN,3,10,Michael Wacha,George Kirby,7,4.56,3.31,1
20230607,ARI,WAS,6,2,Patrick Corbin,Zach Davies,-4,6.41,4.56,0
20230607,CHN,ANA,2,6,Jaime Barria,Jameson Taillon,4,4.11,4.2,1
20230607,BOS,CLE,2,5,Tanner Bibee,Kutter Crawford,3,,4.62,1
20230607,MIN,TBA,1,2,Shawn Armstrong,Pablo Lopez,1,3.27,3.75,1
20230607,SLN,TEX,1,0,Jon Gray,Jack Flaherty,-1,3.59,4.94,0
20230607,HOU,TOR,2,3,Chris Bassitt,Ronel Blanco,1,3.46,7.88,1
20230608,NYN,ATL,10,13,Spencer Strider,Justin Verlander,3,2.39,2.66,1
20230608,LAN,CIN,6,0,Graham Ashcraft,Clayton Kershaw,-6,4.02,2.51,0
20230608,SFN,COL,6,4,Chase Anderson,Alex Cobb,-2,3.75,3.15,0
20230608,BAL,MIL,6,3,Colin Rea,Kyle Bradish,-3,,4.49,0
20230608,DET,PHI,2,3,Zack Wheeler,Tyler Holton,1,3.1,3.54,1
20230608,CHN,ANA,1,3,Reid Detmers,Drew Smyly,2,4.05,4.17,1
20230608,BOS,CLE,3,10,Aaron Civale,Matt Dermody,7,3.8,28.37,1
20230608,CHA,NYA,6,5,Luis Severino,Lance Lynn,-1,2.94,3.62,0
20230608,CHA,NYA,0,3,Randy Vasquez,Mike Clevinger,3,,4.65,1
20230608,MIN,TBA,2,4,Yonny Chirinos,Bailey Ober,2,3.01,4.71,1
20230608,HOU,TOR,2,3,Jose Berrios,Framber Valdez,1,5.11,3.31,1
20230609,WAS,ATL,2,3,AJ Smith-Shawver,Josiah Gray,1,,4.25,1
20230609,SDN,COL,9,6,Austin Gomber,Yu Darvish,-3,4.59,3.49,0
20230609,OAK,MIL,5,2,Adrian Houser,Sam Moll,-3,4.94,2.96,0
20230609,LAN,PHI,4,5,Ranger Suarez,Victor Gonzalez,1,3.78,,1
20230609,NYN,PIT,7,14,Rich Hill,Tylor Megill,7,4.08,4.31,1
20230609,CHN,SFN,3,2,Anthony DeSclafani,Marcus Stroman,-1,5.49,3.94,0
20230609,CIN,SLN,4,7,Jordan Montgomery,Ben Lively,3,4,,1
20230609,SEA,ANA,4,5,Shohei Ohtani,Luis Castillo,1,2.68,3.31,1
20230609,KCA,BAL,2,3,Tyler Wells,Daniel Lynch,1,3.78,,1
20230609,MIA,CHA,1,2,Dylan Cease,Eury Perez,1,2.7,,1
20230609,HOU,CLE,9,10,Logan Allen,Cristian Javier,1,6.37,2.43,1
20230609,ARI,DET,11,6,Michael Lorenzen,Merrill Kelly,-5,3.91,3.62,0
20230609,BOS,NYA,3,2,Gerrit Cole,Garrett Whitlock,-1,3.31,3.17,0
20230609,TEX,TBA,3,8,Tyler Glasnow,Andrew Heaney,5,5.75,3.39,1
20230609,MIN,TOR,3,2,Yusei Kikuchi,Sonny Gray,-1,5.63,3.67,0
20230610,WAS,ATL,4,6,Jared Shuster,MacKenzie Gore,2,,5.21,1
20230610,SDN,COL,3,2,Kyle Freeland,Ryan Weathers,-1,5.14,3.8,0
20230610,OAK,MIL,2,1,Julio Teheran,Paul Blackburn,-1,,4.14,0
20230610,LAN,PHI,9,0,Aaron Nola,Bobby Miller,-9,2.74,,0
20230610,NYN,PIT,5,1,Johan Oviedo,Kodai Senga,-4,3.17,,0
20230610,CHN,SFN,4,0,John Brebbia,Kyle Hendricks,-4,3.49,5.07,0
20230610,CIN,SLN,8,4,Miles Mikolas,Andrew Abbott,-4,3.89,,0
20230610,SEA,ANA,6,2,Patrick Sandoval,Bryan Woo,-4,3.91,,0
20230610,KCA,BAL,1,6,Cole Irvin,Brady Singer,5,4.4,3.97,1
20230610,MIA,CHA,5,1,Michael Kopech,Sandy Alcantara,-4,3.94,2.9,0
20230610,HOU,CLE,6,4,Triston McKenzie,J. P. France,-2,3.54,,0
20230610,ARI,DET,5,0,Matt Boyd,Ryne Nelson,-5,,2.24,0
20230610,BOS,NYA,1,3,Domingo German,Tanner Houck,2,3.78,3.86,1
20230610,TEX,TBA,8,4,Taj Bradley,Nathan Eovaldi,-4,,4.31,0
20230610,MIN,TOR,9,4,Trevor Richards,Joe Ryan,-5,4.62,3.57,0
20230611,WAS,ATL,6,2,Bryce Elder,Trevor Williams,-4,4.25,3.67,0
20230611,SDN,COL,4,5,Dinelson Lamet,Blake Snell,1,4.53,3.19,1
20230611,OAK,MIL,8,6,Freddy Peralta,JP Sears,-2,2.7,4.49,0
20230611,LAN,PHI,3,7,Taijuan Walker,Caleb Ferguson,4,3.94,3.05,1
20230611,NYN,PIT,1,2,Mitch Keller,Carlos Carrasco,1,4.23,4.08,1
20230611,CHN,SFN,3,13,John Brebbia,Hayden Wesneski,10,3.49,2.18,1
20230611,CIN,SLN,4,3,Adam Wainwright,Hunter Greene,-1,4.53,4,0
20230611,SEA,ANA,4,9,Griffin Canning,Logan Gilbert,5,,4.11,1
20230611,KCA,BAL,3,11,Kyle Gibson,Carlos Hernandez,8,4.46,5.28,1
20230611,MIA,CHA,6,5,Lucas Giolito,Braxton Garrett,-1,4.23,4.05,0
20230611,HOU,CLE,0,5,Shane Bieber,Brandon Bielak,5,3.51,4.25,1
20230611,ARI,DET,7,5,Will Vest,Zac Gallen,-2,4,3.17,0
20230611,BOS,NYA,3,2,Clarke Schmidt,Brayan Bello,-1,3.51,3.8,0
20230611,TEX,TBA,3,7,Shane McClanahan,Martin Perez,4,2.79,3.59,1
20230611,MIN,TOR,6,7,Kevin Gausman,Louie Varland,1,3.34,4.56,1
20230612,PHI,ARI,8,9,Tommy Henry,Matt Strahm,1,4.84,3.34,1
20230612,SFN,SLN,4,3,Matthew Liberatore,Logan Webb,-1,5.49,3.59,0
20230612,COL,BOS,4,3,James Paxton,Conner Seabold,-1,,,0
20230612,ATL,DET,5,6,Mason Englert,Charlie Morton,1,,4.11,1
20230612,CIN,KCA,5,4,Zack Greinke,Luke Weaver,-1,4.78,5.45,0
20230612,TBA,OAK,3,4,James Kaprielian,Zach Eflin,1,4.62,3.27,1
20230612,MIA,SEA,1,8,Bryce Miller,Jesus Luzardo,7,,3.39,1
20230612,ANA,TEX,9,6,Dane Dunning,Tyler Anderson,-3,4.49,3.1,0
20230613,PHI,ARI,15,3,Zach Davies,Zack Wheeler,-12,4.56,3.1,0
20230613,PIT,CHN,3,11,Jameson Taillon,Luis Ortiz,8,4.2,,1
20230613,CHA,LAN,1,5,Tony Gonsolin,Lance Lynn,4,3.12,3.62,1
20230613,NYA,NYN,7,6,Max Scherzer,Luis Severino,-1,2.87,2.94,0
20230613,CLE,SDN,3,6,Joe Musgrove,Tanner Bibee,3,3.27,,1
20230613,SFN,SLN,11,3,Jack Flaherty,Alex Cobb,-8,4.94,3.15,0
20230613,TOR,BAL,6,11,Dean Kremer,Chris Bassitt,5,4.49,3.46,1
20230613,COL,BOS,7,6,Kutter Crawford,Chase Anderson,-1,4.62,3.75,0
20230613,WAS,HOU,1,6,Hunter Brown,Patrick Corbin,5,2.96,6.41,1
20230613,CIN,KCA,5,4,Jordan Lyles,Brandon Williamson,-1,4.94,,0
20230613,MIL,MIN,5,7,Pablo Lopez,Corbin Burnes,2,3.75,3.05,1
20230613,TBA,OAK,1,2,Shintaro Fujinami,Jalen Beeks,1,,3.7,1
20230613,MIA,SEA,3,9,George Kirby,Edward Cabrera,6,3.31,4.05,1
20230613,ANA,TEX,7,3,Cody Bradford,Jaime Barria,-4,,4.11,0
20230614,PHI,ARI,4,3,Merrill Kelly,Ranger Suarez,-1,3.62,3.78,0
20230614,PIT,CHN,6,10,Drew Smyly,Osvaldo Bido,4,4.17,,1
20230614,CHA,LAN,8,4,Clayton Kershaw,Mike Clevinger,-4,2.51,4.65,0
20230614,NYA,NYN,3,4,Justin Verlander,Gerrit Cole,1,2.66,3.31,1
20230614,CLE,SDN,0,5,Michael Wacha,Aaron Civale,5,4.56,3.8,1
20230614,SFN,SLN,8,5,Jordan Montgomery,Anthony DeSclafani,-3,4,5.49,0
20230614,TOR,BAL,3,1,Kyle Bradish,Jose Berrios,-2,4.49,5.11,0
20230614,COL,BOS,3,6,Garrett Whitlock,Austin Gomber,3,3.17,4.59,1
20230614,ATL,DET,10,7,Reese Olson,Spencer Strider,-3,,2.39,0
20230614,ATL,DET,6,5,Michael Lorenzen,Dylan Dodd,-1,3.91,,0
20230614,WAS,HOU,4,5,Framber Valdez,Josiah Gray,1,3.31,4.25,1
20230614,CIN,KCA,7,4,Daniel Lynch,Ben Lively,-3,,,0
20230614,MIL,MIN,2,4,Bailey Ober,Colin Rea,2,4.71,,1
20230614,TBA,OAK,6,3,Luis Medina,Tyler Glasnow,-3,,5.75,0
20230614,MIA,SEA,4,1,Luis Castillo,Eury Perez,-3,3.31,,0
20230614,ANA,TEX,3,6,Andrew Heaney,Reid Detmers,3,3.39,4.05,1
20230615,PHI,ARI,5,4,Ryne Nelson,Aaron Nola,-1,2.24,2.74,0
20230615,COL,ATL,3,8,AJ Smith-Shawver,Kyle Freeland,5,,5.14,1
20230615,PIT,CHN,2,7,Marcus Stroman,Johan Oviedo,5,3.94,3.17,1
20230615,CHA,LAN,4,5,Michael Grove,Dylan Cease,1,3.1,2.7,1
20230615,CLE,SDN,8,6,Ryan Weathers,Logan Allen,-2,3.8,6.37,0
20230615,TOR,BAL,2,4,Tyler Wells,Yusei Kikuchi,2,3.78,5.63,1
20230615,WAS,HOU,4,1,Cristian Javier,MacKenzie Gore,-3,2.43,5.21,0
20230615,DET,MIN,8,4,Sonny Gray,Matt Boyd,-4,3.67,,0
20230615,TBA,OAK,4,3,Paul Blackburn,Taj Bradley,-1,4.14,,0
20230615,ANA,TEX,5,3,Nathan Eovaldi,Shohei Ohtani,-2,4.31,2.68,0
20230616,CLE,ARI,1,5,Zac Gallen,Touki Toussaint,4,3.17,4.02,1
20230616,COL,ATL,1,8,Jared Shuster,Dinelson Lamet,7,,4.53,1
20230616,BAL,CHN,3,10,Kyle Hendricks,Cole Irvin,7,5.07,4.4,1
20230616,SFN,LAN,7,5,Emmet Sheehan,John Brebbia,-2,,3.49,0
20230616,PIT,MIL,4,5,Julio Teheran,Rich Hill,1,,4.08,1
20230616,SLN,NYN,1,6,Tylor Megill,Miles Mikolas,5,4.31,3.89,1
20230616,TBA,SDN,6,2,Yu Darvish,Shane McClanahan,-4,3.49,2.79,0
20230616,MIA,WAS,6,5,Trevor Williams,Sandy Alcantara,-1,3.67,2.9,0
20230616,NYA,BOS,5,15,Tanner Houck,Domingo German,10,3.86,3.78,1
20230616,CIN,HOU,2,1,J. P. France,Andrew Abbott,-1,,,0
20230616,ANA,KCA,3,0,Brady Singer,Patrick Sandoval,-3,3.97,3.91,0
20230616,DET,MIN,7,1,Joe Ryan,Will Vest,-6,3.57,4,0
20230616,PHI,OAK,6,1,JP Sears,Taijuan Walker,-5,4.49,3.94,0
20230616,CHA,SEA,2,3,Bryan Woo,Michael Kopech,1,,3.94,1
20230616,TOR,TEX,2,1,Martin Perez,Kevin Gausman,-1,3.59,3.34,0
20230617,CLE,ARI,3,6,Tommy Henry,Shane Bieber,3,4.84,3.51,1
20230617,COL,ATL,2,10,Bryce Elder,Conner Seabold,8,4.25,,1
20230617,BAL,CHN,2,3,Justin Steele,Kyle Gibson,1,3.59,4.46,1
20230617,SFN,LAN,15,0,Bobby Miller,Alex Wood,-15,,4,0
20230617,PIT,MIL,0,5,Wade Miley,Mitch Keller,5,3.89,4.23,1
20230617,SLN,NYN,5,3,Kodai Senga,Adam Wainwright,-2,,4.53,0
20230617,TBA,SDN,0,2,Blake Snell,Zach Eflin,2,3.19,3.27,1
20230617,MIA,WAS,5,2,Jake Irvin,Braxton Garrett,-3,,4.05,0
20230617,CIN,HOU,10,3,Brandon Bielak,Hunter Greene,-7,4.25,4,0
20230617,ANA,KCA,9,10,Mike Mayers,Griffin Canning,1,5.31,,1
20230617,DET,MIN,0,2,Jose De Leon,Joey Wentz,2,,3.62,1
20230617,PHI,OAK,3,2,James Kaprielian,Cristopher Sanchez,-1,4.62,4.28,0
20230617,CHA,SEA,4,3,Logan Gilbert,Lucas Giolito,-1,4.11,4.23,0
20230617,TOR,TEX,2,4,Dane Dunning,Trevor Richards,2,4.49,4.62,1
20230618,CLE,ARI,12,3,Zach Davies,Tanner Bibee,-9,4.56,,0
20230618,COL,ATL,6,14,Charlie Morton,Chase Anderson,8,4.11,3.75,1
20230618,BAL,CHN,6,3,Jameson Taillon,Dean Kremer,-3,4.2,4.49,0
20230618,SFN,LAN,7,3,Tony Gonsolin,Logan Webb,-4,3.12,3.59,0
20230618,PIT,MIL,2,5,Freddy Peralta,Luis Ortiz,3,2.7,,1
20230618,SLN,NYN,8,7,Carlos Carrasco,Matthew Liberatore,-1,4.08,5.49,0
20230618,TBA,SDN,4,5,Joe Musgrove,Yonny Chirinos,1,3.27,3.01,1
20230618,MIA,WAS,4,2,Patrick Corbin,Jesus Luzardo,-2,6.41,3.39,0
20230618,NYA,BOS,2,6,Kaleb Ort,Clarke Schmidt,4,5.35,3.51,1
20230618,NYA,BOS,1,4,Brayan Bello,Luis Severino,3,3.8,2.94,1
20230618,CIN,HOU,9,7,Ronel Blanco,Luke Weaver,-2,7.88,5.45,0
20230618,ANA,KCA,5,2,Zack Greinke,Tyler Anderson,-3,4.78,3.1,0
20230618,DET,MIN,6,4,Louie Varland,Will Vest,-2,4.56,4,0
20230618,PHI,OAK,3,2,Hogan Harris,Zack Wheeler,-1,,3.1,0
20230618,CHA,SEA,1,5,Bryce Miller,Lance Lynn,4,,3.62,1
20230618,TOR,TEX,7,11,Jon Gray,Chris Bassitt,4,3.59,3.46,1
20230619,COL,CIN,4,5,Brandon Williamson,Austin Gomber,1,,4.59,1
20230619,TOR,MIA,0,11,Bryan Hoeing,Jose Berrios,11,8.64,5.11,1
20230619,ARI,MIL,9,1,Corbin Burnes,Merrill Kelly,-8,3.05,3.62,0
20230619,CHN,PIT,8,0,Osvaldo Bido,Drew Smyly,-8,,4.17,0
20230619,SDN,SFN,4,7,Ryan Walker,Michael Wacha,3,,4.56,1
20230619,SLN,WAS,8,6,Josiah Gray,Jack Flaherty,-2,4.25,4.94,0
20230619,TEX,CHA,5,2,Tanner Banks,Andrew Heaney,-3,4.08,3.39,0
20230619,KCA,DET,4,6,Reese Olson,Jordan Lyles,2,,4.94,1
20230619,NYN,HOU,11,1,Hunter Brown,Max Scherzer,-10,2.96,2.87,0
20230619,BOS,MIN,9,3,Pablo Lopez,James Paxton,-6,3.75,,0
20230620,COL,CIN,6,8,Ben Lively,Noah Davis,2,,4.49,1
20230620,TOR,MIA,2,0,Eury Perez,Yusei Kikuchi,-2,,5.63,0
20230620,ARI,MIL,5,7,Colin Rea,Ryne Nelson,2,,2.24,1
20230620,ATL,PHI,4,2,Ranger Suarez,Spencer Strider,-2,3.78,2.39,0
20230620,CHN,PIT,4,0,Johan Oviedo,Marcus Stroman,-4,3.17,3.94,0
20230620,SDN,SFN,3,4,Anthony DeSclafani,Seth Lugo,1,5.49,3.46,1
20230620,SLN,WAS,9,3,MacKenzie Gore,Jordan Montgomery,-6,5.21,4,0
20230620,LAN,ANA,2,0,Reid Detmers,Clayton Kershaw,-2,4.05,2.51,0
20230620,TEX,CHA,6,7,Dylan Cease,Nathan Eovaldi,1,2.7,4.31,1
20230620,OAK,CLE,2,3,Aaron Civale,Ken Waldichuk,1,3.8,4.59,1
20230620,KCA,DET,1,0,Michael Lorenzen,Daniel Lynch,-1,3.91,,0
20230620,NYN,HOU,2,4,Framber Valdez,Justin Verlander,2,3.31,2.66,1
20230620,BOS,MIN,10,4,Bailey Ober,Kutter Crawford,-6,4.71,4.62,0
20230620,SEA,NYA,1,3,Gerrit Cole,George Kirby,2,3.31,3.31,1
20230620,BAL,TBA,8,6,Tyler Glasnow,Kyle Bradish,-2,5.75,4.49,0
20230621,COL,CIN,3,5,Andrew Abbott,Jake Bird,2,,4.78,1
20230621,TOR,MIA,6,3,Sandy Alcantara,Kevin Gausman,-3,2.9,3.34,0
20230621,ARI,MIL,5,1,Julio Teheran,Zac Gallen,-4,,3.17,0
20230621,CHN,PIT,8,3,Rich Hill,Kyle Hendricks,-5,4.08,5.07,0
20230621,SDN,SFN,2,4,Ryan Walker,Yu Darvish,2,,3.49,1
20230621,SLN,WAS,0,3,Trevor Williams,Miles Mikolas,3,3.67,3.89,1
20230621,LAN,ANA,2,0,Shohei Ohtani,Brusdar Graterol,-2,2.68,2.47,0
20230621,TEX,CHA,6,3,Michael Kopech,Martin Perez,-3,3.94,3.59,0
20230621,OAK,CLE,6,7,Gavin Williams,Paul Blackburn,1,,4.14,1
20230621,KCA,DET,4,9,Matt Boyd,Brady Singer,5,,3.97,1
20230621,NYN,HOU,8,10,Cristian Javier,Tylor Megill,2,2.43,4.31,1
20230621,BOS,MIN,4,5,Sonny Gray,Garrett Whitlock,1,3.67,3.17,1
20230621,SEA,NYA,2,4,Jhony Brito,Luis Castillo,2,,3.31,1
20230621,BAL,TBA,2,7,Taj Bradley,Tyler Wells,5,,3.78,1
20230622,PIT,MIA,4,6,Braxton Garrett,Mitch Keller,2,4.05,4.23,1
20230622,ATL,PHI,5,1,Aaron Nola,Bryce Elder,-4,2.74,4.25,0
20230622,SDN,SFN,10,0,Alex Wood,Blake Snell,-10,4,3.19,0
20230622,ARI,WAS,5,3,Jake Irvin,Tommy Henry,-2,,4.84,0
20230622,OAK,CLE,1,6,Logan Allen,JP Sears,5,6.37,4.49,1
20230622,BOS,MIN,0,6,Joe Ryan,Justin Garza,6,3.57,,1
20230622,SEA,NYA,10,2,Domingo German,Bryan Woo,-8,3.78,,0
20230622,KCA,TBA,6,5,Shane McClanahan,Jose Cuas,-1,2.79,4.31,0
20230623,ATL,CIN,10,11,Luke Weaver,AJ Smith-Shawver,1,5.45,,1
20230623,ANA,COL,4,7,Kyle Freeland,Patrick Sandoval,3,5.14,3.91,1
20230623,HOU,LAN,2,3,Emmet Sheehan,J. P. France,1,,,1
20230623,PIT,MIA,3,1,Jesus Luzardo,Luis Ortiz,-2,3.39,,0
20230623,NYN,PHI,1,5,Taijuan Walker,Kodai Senga,4,3.94,,1
20230623,WAS,SDN,3,13,Joe Musgrove,Patrick Corbin,10,3.27,6.41,1
20230623,ARI,SFN,5,8,Logan Webb,Zach Davies,3,3.59,4.56,1
20230623,SEA,BAL,13,1,Kyle Gibson,Logan Gilbert,-12,4.46,4.11,0
20230623,BOS,CHA,3,1,Lucas Giolito,Brayan Bello,-2,4.23,3.8,0
20230623,MIL,CLE,7,1,Shane Bieber,Wade Miley,-6,3.51,3.89,0
20230623,MIN,DET,4,1,Joey Wentz,Kenta Maeda,-3,3.62,,0
20230623,TEX,NYA,4,2,Clarke Schmidt,Dane Dunning,-2,3.51,4.49,0
20230623,KCA,TBA,3,11,Zach Eflin,Zack Greinke,8,3.27,4.78,1
20230623,OAK,TOR,5,4,Chris Bassitt,James Kaprielian,-1,3.46,4.62,0
20230624,ATL,CIN,7,6,Graham Ashcraft,Jared Shuster,-1,4.02,,0
20230624,ANA,COL,25,1,Chase Anderson,Griffin Canning,-24,3.75,,0
20230624,HOU,LAN,7,8,Bobby Miller,Ronel Blanco,1,,7.88,1
20230624,PIT,MIA,3,4,Bryan Hoeing,Osvaldo Bido,1,8.64,,1
20230624,NYN,PHI,4,2,Cristopher Sanchez,Max Scherzer,-2,4.28,2.87,0
20230624,WAS,SDN,2,0,Matt Waldron,Josiah Gray,-2,,4.25,0
20230624,ARI,SFN,6,7,Ryan Walker,Merrill Kelly,1,,3.62,1
20230624,CHN,SLN,9,1,Adam Wainwright,Justin Steele,-8,4.53,3.59,0
20230624,SEA,BAL,4,6,Dean Kremer,Bryce Miller,2,4.49,,1
20230624,BOS,CHA,4,5,Lance Lynn,James Paxton,1,3.62,,1
20230624,MIL,CLE,2,4,Tanner Bibee,Freddy Peralta,2,,2.7,1
20230624,MIN,DET,2,3,Reese Olson,Pablo Lopez,1,,3.75,1
20230624,TEX,NYA,0,1,Luis Severino,Jon Gray,1,2.94,3.59,1
20230624,KCA,TBA,9,4,Yonny Chirinos,Jordan Lyles,-5,3.01,4.94,0
20230624,OAK,TOR,3,7,Jose Berrios,Shintaro Fujinami,4,5.11,,1
20230625,ATL,CIN,7,6,Levi Stoudt,Charlie Morton,-1,,4.11,0
20230625,ANA,COL,3,4,Austin Gomber,Tyler Anderson,1,4.59,3.1,1
20230625,HOU,LAN,6,5,Tony Gonsolin,Hunter Brown,-1,3.12,2.96,0
20230625,PIT,MIA,0,2,Eury Perez,Johan Oviedo,2,,3.17,1
20230625,NYN,PHI,6,7,Zack Wheeler,Carlos Carrasco,1,3.1,4.08,1
20230625,WAS,SDN,8,3,Seth Lugo,MacKenzie Gore,-5,3.46,5.21,0
20230625,ARI,SFN,5,2,Anthony DeSclafani,Ryne Nelson,-3,5.49,2.24,0
20230625,CHN,SLN,5,7,Matthew Liberatore,Marcus Stroman,2,5.49,3.94,1
20230625,SEA,BAL,2,3,Kyle Bradish,George Kirby,1,4.49,3.31,1
20230625,BOS,CHA,1,4,Tanner Banks,Kutter Crawford,3,4.08,4.62,1
20230625,MIL,CLE,5,4,Aaron Civale,Corbin Burnes,-1,3.8,3.05,0
20230625,MIN,DET,6,3,Michael Lorenzen,Bailey Ober,-3,3.91,4.71,0
20230625,TEX,NYA,3,5,Gerrit Cole,Nathan Eovaldi,2,3.31,4.31,1
20230625,KCA,TBA,1,3,Tyler Glasnow,Daniel Lynch,2,5.75,,1
20230625,OAK,TOR,1,12,Yusei Kikuchi,Luis Medina,11,5.63,,1
20230626,MIN,ATL,1,4,Spencer Strider,Sonny Gray,3,2.39,3.67,1
20230626,MIL,NYN,2,1,Justin Verlander,Colin Rea,-1,2.66,,0
20230626,CHA,ANA,1,2,Reid Detmers,Dylan Cease,1,4.05,2.7,1
20230626,CIN,BAL,3,10,Cole Irvin,Brandon Williamson,7,4.4,,1
20230626,WAS,SEA,4,8,Luis Castillo,Trevor Williams,4,3.31,3.67,1
20230626,DET,TEX,7,2,Andrew Heaney,Matt Boyd,-5,3.39,,0
20230627,TBA,ARI,4,8,Zac Gallen,Taj Bradley,4,3.17,,1
20230627,MIN,ATL,2,6,Bryce Elder,Joe Ryan,4,4.25,3.57,1
20230627,PHI,CHN,5,1,Jameson Taillon,Ranger Suarez,-4,4.2,3.78,0
20230627,LAN,COL,5,0,Conner Seabold,Clayton Kershaw,-5,,2.51,0
20230627,MIL,NYN,2,7,David Peterson,Julio Teheran,5,3.94,,1
20230627,SDN,PIT,4,9,Rich Hill,Reiss Knehr,5,4.08,4.31,1
20230627,HOU,SLN,2,4,Jordan Montgomery,Framber Valdez,2,4,3.31,1
20230627,CHA,ANA,2,4,Shohei Ohtani,Michael Kopech,2,2.68,3.94,1
20230627,CIN,BAL,3,1,Tyler Wells,Andrew Abbott,-2,3.78,,0
20230627,MIA,BOS,10,1,Garrett Whitlock,Sandy Alcantara,-9,3.17,2.9,0
20230627,CLE,KCA,2,1,Brady Singer,Gavin Williams,-1,3.97,,0
20230627,NYA,OAK,1,2,Paul Blackburn,Jhony Brito,1,4.14,,1
20230627,WAS,SEA,7,4,Bryan Woo,Jake Irvin,-3,,,0
20230627,DET,TEX,3,8,Martin Perez,Matt Manning,5,3.59,3.97,1
20230627,SFN,TOR,3,0,Kevin Gausman,Ryan Walker,-3,3.34,,0
20230628,TBA,ARI,3,2,Zach Davies,Zach Eflin,-1,4.56,3.27,0
20230628,MIN,ATL,0,3,Kolby Allard,Kenta Maeda,3,5.67,,1
20230628,PHI,CHN,8,5,Drew Smyly,Aaron Nola,-3,4.17,2.74,0
20230628,LAN,COL,8,9,Kyle Freeland,Michael Grove,1,5.14,3.1,1
20230628,MIL,NYN,5,2,Kodai Senga,Wade Miley,-3,,3.89,0
20230628,SDN,PIT,1,7,Mitch Keller,Blake Snell,6,4.23,3.19,1
20230628,HOU,SLN,10,7,Miles Mikolas,Cristian Javier,-3,3.89,2.43,0
20230628,CHA,ANA,11,5,Jaime Barria,Lucas Giolito,-6,4.11,4.23,0
20230628,CIN,BAL,11,7,Kyle Gibson,Luke Weaver,-4,4.46,5.45,0
20230628,MIA,BOS,6,2,Kaleb Ort,Braxton Garrett,-4,5.35,4.05,0
20230628,CLE,KCA,14,1,Austin Cox,Logan Allen,-13,,6.37,0
20230628,NYA,OAK,11,0,JP Sears,Domingo German,-11,4.49,3.78,0
20230628,WAS,SEA,4,1,Logan Gilbert,Patrick Corbin,-3,4.11,6.41,0
20230628,DET,TEX,2,10,Dane Dunning,Joey Wentz,8,4.49,3.62,1
20230628,SFN,TOR,1,6,Trevor Richards,Logan Webb,5,4.62,3.59,1
20230629,TBA,ARI,6,1,Brandon Pfaadt,Zack Littell,-5,,3.64,0
20230629,PHI,CHN,3,1,Kyle Hendricks,Taijuan Walker,-2,5.07,3.94,0
20230629,LAN,COL,14,3,Chase Anderson,Emmet Sheehan,-11,3.75,,0
20230629,MIL,NYN,3,2,Max Scherzer,Adrian Houser,-1,2.87,4.94,0
20230629,SDN,PIT,4,5,Luis Ortiz,Joe Musgrove,1,,3.27,1
20230629,HOU,SLN,14,0,Adam Wainwright,J. P. France,-14,4.53,,0
20230629,CHA,ANA,9,7,Patrick Sandoval,Lance Lynn,-2,3.91,3.62,0
20230629,MIA,BOS,2,0,Brayan Bello,Jesus Luzardo,-2,3.8,3.39,0
20230629,CLE,KCA,3,4,Zack Greinke,Shane Bieber,1,4.78,3.51,1
20230629,NYA,OAK,10,4,Hogan Harris,Clarke Schmidt,-6,,3.51,0
20230629,DET,TEX,8,5,Cody Bradford,Reese Olson,-3,,,0
20230629,SFN,TOR,1,2,Chris Bassitt,Keaton Winn,1,3.46,,1
20230630,MIA,ATL,4,16,Mike Soroka,Bryan Hoeing,12,,8.64,1
20230630,CLE,CHN,1,10,Justin Steele,Cal Quantrill,9,3.59,4.31,1
20230630,SDN,CIN,5,7,Graham Ashcraft,Seth Lugo,2,4.02,3.46,1
20230630,DET,COL,5,8,Austin Gomber,Michael Lorenzen,3,4.59,3.91,1
20230630,SFN,NYN,5,4,Carlos Carrasco,Alex Cobb,-1,4.08,3.15,0
20230630,WAS,PHI,2,1,Cristopher Sanchez,Josiah Gray,-1,4.28,4.25,0
20230630,MIL,PIT,7,8,Osvaldo Bido,Freddy Peralta,1,,2.7,1
20230630,ARI,ANA,6,2,Griffin Canning,Tommy Henry,-4,,4.84,0
20230630,MIN,BAL,8,1,Dean Kremer,Pablo Lopez,-7,4.49,3.75,0
20230630,LAN,KCA,9,3,Alec Marsh,Bobby Miller,-6,,,0
20230630,CHA,OAK,4,7,Luis Medina,Tanner Banks,3,,4.08,1
20230630,TBA,SEA,15,4,Bryce Miller,Shane McClanahan,-11,,2.79,0
20230630,HOU,TEX,5,3,Jon Gray,Ronel Blanco,-2,3.59,7.88,0
20230630,BOS,TOR,5,0,Jose Berrios,James Paxton,-5,5.11,,0
20230701,MIA,ATL,0,7,Charlie Morton,Eury Perez,7,4.11,,1
20230701,CLE,CHN,6,0,Marcus Stroman,Tanner Bibee,-6,3.94,,0
20230701,SDN,CIN,12,5,Brandon Williamson,Michael Wacha,-7,,4.56,0
20230701,DET,COL,4,2,Peter Lambert,Brendan White,-2,,,0
20230701,SFN,NYN,1,4,Justin Verlander,Anthony DeSclafani,3,2.66,5.49,1
20230701,WAS,PHI,4,19,Zack Wheeler,MacKenzie Gore,15,3.1,5.21,1
20230701,MIL,PIT,11,8,Johan Oviedo,Corbin Burnes,-3,3.17,3.05,0
20230701,NYA,SLN,4,11,Jack Flaherty,Luis Severino,7,4.94,2.94,1
