date, away, home, away_score, home_score, home_sp, away_sp ,net_score,home_sp_stat,away_sp_stat,win
20230701,NYA,SLN,6,2,Matthew Liberatore,Ian Hamilton,-4,5.49,6.01,0
20230701,ARI,ANA,3,1,Tyler Anderson,Ryne Nelson,-2,3.1,2.24,0
20230701,MIN,BAL,1,0,Kyle Bradish,Bailey Ober,-1,4.49,4.71,0
20230701,LAN,KCA,4,6,Daniel Lynch,Julio Urias,2,,2.81,1
20230701,CHA,OAK,6,7,Kyle Muller,Dylan Cease,1,5.49,2.7,1
20230701,TBA,SEA,3,8,George Kirby,Tyler Glasnow,5,3.31,5.75,1
20230701,HOU,TEX,2,5,Nathan Eovaldi,Hunter Brown,3,4.31,2.96,1
20230701,BOS,TOR,7,6,Yusei Kikuchi,Kutter Crawford,-1,5.63,4.62,0
20230702,MIA,ATL,3,6,Spencer Strider,Sandy Alcantara,3,2.39,2.9,1
20230702,CLE,CHN,8,6,Jameson Taillon,Aaron Civale,-2,4.2,3.8,0
20230702,SDN,CIN,3,4,Andrew Abbott,Adrian Morejon,1,,3.94,1
20230702,DET,COL,14,9,Conner Seabold,Matt Manning,-5,,3.97,0
20230702,SFN,NYN,4,8,David Peterson,Ross Stripling,4,3.94,3.54,1
20230702,WAS,PHI,5,4,Ranger Suarez,Trevor Williams,-1,3.78,3.67,0
20230702,MIL,PIT,6,3,Rich Hill,Colin Rea,-3,4.08,,0
20230702,NYA,SLN,1,5,Jordan Montgomery,Gerrit Cole,4,4,3.31,1
20230702,ARI,ANA,2,5,Reid Detmers,Zac Gallen,3,4.05,3.17,1
20230702,MIN,BAL,1,2,Cole Irvin,Sonny Gray,1,4.4,3.67,1
20230702,LAN,KCA,1,9,Brady Singer,Tony Gonsolin,8,3.97,3.12,1
20230702,CHA,OAK,8,7,Paul Blackburn,Touki Toussaint,-1,4.14,4.02,0
20230702,TBA,SEA,6,7,Luis Castillo,Taj Bradley,1,3.31,,1
20230702,HOU,TEX,5,3,Andrew Heaney,Shawn Dubin,-2,3.39,,0
20230702,BOS,TOR,5,4,Kevin Gausman,Garrett Whitlock,-1,3.34,3.17,0
20230703,PIT,LAN,2,5,Michael Grove,Mitch Keller,3,3.1,4.23,1
20230703,SLN,MIA,4,5,Braxton Garrett,Miles Mikolas,1,4.05,3.89,1
20230703,CHN,MIL,6,8,Julio Teheran,Drew Smyly,2,,4.17,1
20230703,ANA,SDN,3,10,Blake Snell,Jaime Barria,7,3.19,4.11,1
20230703,SEA,SFN,6,5,Logan Webb,Bryan Woo,-1,3.59,,0
20230703,CIN,WAS,3,2,Jake Irvin,Luke Weaver,-1,,5.45,0
20230703,ATL,CLE,4,2,Gavin Williams,Bryce Elder,-2,,4.25,0
20230703,KCA,MIN,4,8,Joe Ryan,Austin Cox,4,3.57,,1
20230703,BAL,NYA,3,6,Domingo German,Tyler Wells,3,3.78,3.78,1
20230703,HOU,TEX,12,11,Martin Perez,Cristian Javier,-1,3.59,2.43,0
20230704,NYN,ARI,8,5,Zach Davies,Max Scherzer,-3,4.56,2.87,0
20230704,PIT,LAN,9,7,Emmet Sheehan,Luis Ortiz,-2,,,0
20230704,SLN,MIA,2,15,Jesus Luzardo,Adam Wainwright,13,3.39,4.53,1
20230704,CHN,MIL,7,6,Wade Miley,Kyle Hendricks,-1,3.89,5.07,0
20230704,ANA,SDN,5,8,Joe Musgrove,Shohei Ohtani,3,3.27,2.68,1
20230704,SEA,SFN,6,0,Keaton Winn,Logan Gilbert,-6,,4.11,0
20230704,CIN,WAS,8,4,Patrick Corbin,Brett Kennedy,-4,6.41,,0
20230704,TEX,BOS,6,2,Brennan Bernardino,Dane Dunning,-4,1.64,4.49,0
20230704,TOR,CHA,4,3,Lucas Giolito,Chris Bassitt,-1,4.23,3.46,0
20230704,ATL,CLE,5,6,Shane Bieber,Kolby Allard,1,3.51,5.67,1
20230704,OAK,DET,1,0,Tarik Skubal,JP Sears,-1,3.31,4.49,0
20230704,COL,HOU,1,4,Brandon Bielak,Kyle Freeland,3,4.25,5.14,1
20230704,KCA,MIN,3,9,Kenta Maeda,Zack Greinke,6,,4.78,1
20230704,BAL,NYA,4,8,Clarke Schmidt,Kyle Gibson,4,3.51,4.46,1
20230704,PHI,TBA,3,1,Zach Eflin,Aaron Nola,-2,3.27,2.74,0
20230705,NYN,ARI,2,1,Tommy Henry,Kodai Senga,-1,4.84,,0
20230705,PIT,LAN,4,6,Bobby Miller,Osvaldo Bido,2,,,1
20230705,SLN,MIA,9,10,Bryan Hoeing,Matthew Liberatore,1,8.64,5.49,1
20230705,CHN,MIL,4,3,Adrian Houser,Justin Steele,-1,4.94,3.59,0
20230705,ANA,SDN,3,5,Seth Lugo,Patrick Sandoval,2,3.46,3.91,1
20230705,SEA,SFN,0,2,Alex Cobb,Tom Milone,2,3.15,,1
20230705,CIN,WAS,9,2,Josiah Gray,Graham Ashcraft,-7,4.25,4.02,0
20230705,TEX,BOS,2,4,Brayan Bello,Jon Gray,2,3.8,3.59,1
20230705,ATL,CLE,8,1,Cal Quantrill,Mike Soroka,-7,4.31,,0
20230705,OAK,DET,12,3,Eduardo Rodriguez,Austin Pruitt,-9,4.2,3.94,0
20230705,COL,HOU,4,6,J. P. France,Chase Anderson,2,,3.75,1
20230705,KCA,MIN,0,5,Pablo Lopez,Alec Marsh,5,3.75,,1
20230705,BAL,NYA,6,3,Randy Vasquez,Dean Kremer,-3,,4.49,0
20230705,PHI,TBA,8,4,Zack Littell,Taijuan Walker,-4,3.64,3.94,0
20230706,NYN,ARI,9,0,Ryne Nelson,Carlos Carrasco,-9,2.24,4.08,0
20230706,PIT,LAN,2,5,Julio Urias,Johan Oviedo,3,2.81,3.17,1
20230706,SLN,MIA,3,0,Eury Perez,Jack Flaherty,-3,,4.94,0
20230706,CHN,MIL,5,6,Freddy Peralta,Marcus Stroman,1,2.7,3.94,1
20230706,CIN,WAS,5,4,MacKenzie Gore,Brandon Williamson,-1,5.21,,0
20230706,TEX,BOS,6,10,Kutter Crawford,Nathan Eovaldi,4,4.62,4.31,1
20230706,TOR,CHA,6,2,Lance Lynn,Jose Berrios,-4,3.62,5.11,0
20230706,TOR,CHA,5,4,Jesse Scholtens,Yusei Kikuchi,-1,,5.63,0
20230706,KCA,CLE,1,6,Tanner Bibee,Jordan Lyles,5,,4.94,1
20230706,OAK,DET,0,9,Michael Lorenzen,Hogan Harris,9,3.91,,1
20230706,SEA,HOU,5,1,Ronel Blanco,George Kirby,-4,7.88,3.31,0
20230706,BAL,NYA,14,1,Luis Severino,Kyle Bradish,-13,2.94,4.49,0
20230706,PHI,TBA,3,1,Shawn Armstrong,Cristopher Sanchez,-2,3.27,4.28,0
20230707,PIT,ARI,3,7,Zac Gallen,Rich Hill,4,3.17,4.08,1
20230707,ANA,LAN,4,11,Tony Gonsolin,Griffin Canning,7,3.12,,1
20230707,PHI,MIA,4,3,Sandy Alcantara,Zack Wheeler,-1,2.9,3.1,0
20230707,CIN,MIL,3,7,Corbin Burnes,Andrew Abbott,4,3.05,,1
20230707,NYN,SDN,7,5,Yu Darvish,Justin Verlander,-2,3.49,2.66,0
20230707,COL,SFN,5,2,Ross Stripling,Austin Gomber,-3,3.54,4.59,0
20230707,TEX,WAS,7,2,Trevor Williams,Cody Bradford,-5,3.67,,0
20230707,OAK,BOS,3,7,Brennan Bernardino,Sammy Long,4,1.64,,1
20230707,SLN,CHA,7,8,Dylan Cease,Jordan Montgomery,1,2.7,4,1
20230707,KCA,CLE,0,3,Aaron Civale,Daniel Lynch,3,3.8,,1
20230707,TOR,DET,12,2,Alex Faedo,Alek Manoah,-10,5.53,3.31,0
20230707,SEA,HOU,10,1,Hunter Brown,Luis Castillo,-9,2.96,3.31,0
20230707,BAL,MIN,3,1,Bailey Ober,Cole Irvin,-2,4.71,4.4,0
20230707,CHN,NYA,3,0,Carlos Rodon,Jameson Taillon,-3,2.64,4.2,0
20230707,ATL,TBA,2,1,Tyler Glasnow,Charlie Morton,-1,5.75,4.11,0
20230708,PIT,ARI,2,3,Kyle Nelson,Mitch Keller,1,4.02,4.23,1
20230708,ANA,LAN,5,10,Alex Vesia,Reid Detmers,5,2.79,4.05,1
20230708,PHI,MIA,3,5,Braxton Garrett,Ranger Suarez,2,4.05,3.78,1
20230708,CIN,MIL,8,5,Colin Rea,Luke Weaver,-3,,5.45,0
20230708,NYN,SDN,1,3,Blake Snell,David Peterson,2,3.19,3.94,1
20230708,COL,SFN,3,5,Ryan Walker,Conner Seabold,2,,,1
20230708,TEX,WAS,3,8,Jake Irvin,Andrew Heaney,5,,3.39,1
20230708,OAK,BOS,3,10,James Paxton,Austin Pruitt,7,,3.94,1
20230708,SLN,CHA,3,0,Touki Toussaint,Miles Mikolas,-3,4.02,3.89,0
20230708,KCA,CLE,6,10,Gavin Williams,Brady Singer,4,,3.97,1
20230708,TOR,DET,0,2,Matt Manning,Kevin Gausman,2,3.97,3.34,1
20230708,SEA,HOU,2,3,Framber Valdez,Bryan Woo,1,3.31,,1
20230708,BAL,MIN,6,2,Sonny Gray,Tyler Wells,-4,3.67,3.78,0
20230708,CHN,NYA,3,6,Gerrit Cole,Drew Smyly,3,3.31,4.17,1
20230708,ATL,TBA,6,1,Taj Bradley,Spencer Strider,-5,,2.39,0
20230709,PIT,ARI,4,2,Zach Davies,Carmen Mlodzinski,-2,4.56,,0
20230709,PHI,MIA,3,7,Jesus Luzardo,Aaron Nola,4,3.39,2.74,1
20230709,CIN,MIL,0,1,Wade Miley,Ben Lively,1,3.89,,1
20230709,NYN,SDN,2,6,Joe Musgrove,Max Scherzer,4,3.27,2.87,1
20230709,COL,SFN,0,1,Logan Webb,Kyle Freeland,1,3.59,5.14,1
20230709,TEX,WAS,2,7,Patrick Corbin,Dane Dunning,5,6.41,4.49,1
20230709,OAK,BOS,3,4,Tayler Scott,JP Sears,1,4.87,4.49,1
20230709,SLN,CHA,4,3,Lucas Giolito,Steven Matz,-1,4.23,3.67,0
20230709,KCA,CLE,4,1,Shane Bieber,Ryan Yarbrough,-3,3.51,4.4,0
20230709,TOR,DET,4,3,Tarik Skubal,Chris Bassitt,-1,3.31,3.46,0
20230709,SEA,HOU,3,1,Brandon Bielak,Logan Gilbert,-2,4.25,4.11,0
20230709,BAL,MIN,15,2,Joe Ryan,Kyle Gibson,-13,3.57,4.46,0
20230709,CHN,NYA,7,4,Domingo German,Kyle Hendricks,-3,3.78,5.07,0
20230709,ATL,TBA,4,10,Zach Eflin,Bryce Elder,6,3.27,4.25,1
20230714,CHA,ATL,0,9,Charlie Morton,Michael Kopech,9,4.11,3.94,1
20230714,BOS,CHN,8,3,Kyle Hendricks,Brayan Bello,-5,5.07,3.8,0
20230714,MIL,CIN,1,0,Graham Ashcraft,Corbin Burnes,-1,4.02,3.05,0
20230714,NYA,COL,2,7,Austin Gomber,Carlos Rodon,5,4.59,2.64,1
20230714,LAN,NYN,6,0,Justin Verlander,Julio Urias,-6,2.66,2.81,0
20230714,SDN,PHI,8,3,Cristopher Sanchez,Yu Darvish,-5,4.28,3.49,0
20230714,SFN,PIT,6,4,Rich Hill,Ross Stripling,-2,4.08,3.54,0
20230714,WAS,SLN,7,5,Lane Thomas,Hunter Harvey,-2,,2.76,0
20230714,HOU,ANA,7,5,Shohei Ohtani,J. P. France,-2,2.68,,0
20230714,MIA,BAL,2,5,Dean Kremer,Sandy Alcantara,3,4.49,2.9,1
20230714,MIN,OAK,5,4,Ken Waldichuk,Kenta Maeda,-1,4.59,,0
20230714,DET,SEA,5,4,Luis Castillo,Eduardo Rodriguez,-1,3.31,4.2,0
20230714,CLE,TEX,4,12,Jon Gray,Aaron Civale,8,3.59,3.8,1
20230714,ARI,TOR,2,7,Jose Berrios,Ryne Nelson,5,5.11,2.24,1
20230715,CHA,ATL,6,5,Spencer Strider,Lance Lynn,-1,2.39,3.62,0
20230715,BOS,CHN,4,10,Marcus Stroman,James Paxton,6,3.94,,1
20230715,MIL,CIN,3,0,Andrew Abbott,Freddy Peralta,-3,,2.7,0
20230715,NYA,COL,6,3,Conner Seabold,Clarke Schmidt,-3,,3.51,0
20230715,LAN,NYN,5,1,Kodai Senga,Tony Gonsolin,-4,,3.12,0
20230715,SDN,PHI,4,6,Ranger Suarez,Blake Snell,2,3.78,3.19,1
20230715,SDN,PHI,4,9,Taijuan Walker,Ryan Weathers,5,3.94,3.8,1
20230715,SFN,PIT,3,1,Johan Oviedo,Alex Cobb,-2,3.17,3.15,0
20230715,WAS,SLN,6,9,Steven Matz,Jake Irvin,3,3.67,,1
20230715,HOU,ANA,12,13,Reid Detmers,Framber Valdez,1,4.05,3.31,1
20230715,MIA,BAL,5,6,Kyle Gibson,Braxton Garrett,1,4.46,4.05,1
20230715,TBA,KCA,6,1,Alec Marsh,Tyler Glasnow,-5,,5.75,0
20230715,TBA,KCA,4,2,Cole Ragans,Shawn Armstrong,-2,4.78,3.27,0
20230715,MIN,OAK,10,7,Austin Pruitt,Pablo Lopez,-3,3.94,3.75,0
20230715,DET,SEA,6,0,George Kirby,Michael Lorenzen,-6,3.31,3.91,0
20230715,CLE,TEX,0,2,Andrew Heaney,Gavin Williams,2,3.39,,1
20230715,ARI,TOR,2,5,Chris Bassitt,Zac Gallen,3,3.46,3.17,1
20230716,CHA,ATL,8,1,Kolby Allard,Dylan Cease,-7,5.67,2.7,0
20230716,BOS,CHN,11,5,Justin Steele,Kutter Crawford,-6,3.59,4.62,0
20230716,MIL,CIN,4,3,Ben Lively,Adrian Houser,-1,,4.94,0
20230716,NYA,COL,7,8,Chase Anderson,Gerrit Cole,1,3.75,3.31,1
20230716,LAN,NYN,1,2,Max Scherzer,Bobby Miller,1,2.87,,1
20230716,SDN,PHI,6,7,Zack Wheeler,Seth Lugo,1,3.1,3.46,1
20230716,SFN,PIT,8,4,Osvaldo Bido,Alex Wood,-4,,4,0
20230716,WAS,SLN,4,8,Jack Flaherty,Josiah Gray,4,4.94,4.25,1
20230716,HOU,ANA,9,8,Tyler Anderson,Cristian Javier,-1,3.1,2.43,0
20230716,MIA,BAL,4,5,Kyle Bradish,Steven Okert,1,4.49,3.22,1
20230716,TBA,KCA,4,8,Brady Singer,Zach Eflin,4,3.97,3.27,1
20230716,MIN,OAK,5,4,JP Sears,Joe Ryan,-1,4.49,3.57,0
20230716,DET,SEA,0,2,Bryce Miller,Reese Olson,2,,,1
20230716,CLE,TEX,5,6,Martin Perez,Tanner Bibee,1,3.59,,1
20230716,ARI,TOR,5,7,Yusei Kikuchi,Tommy Henry,2,5.63,4.84,1
20230717,WAS,CHN,7,5,Drew Smyly,MacKenzie Gore,-2,4.17,5.21,0
20230717,SFN,CIN,4,2,Joc Pederson,Camilo Doval,-2,,2.9,0
20230717,CLE,PIT,11,0,Quinn Priester,Xzavion Curry,-11,,6.66,0
20230717,MIA,SLN,4,6,Miles Mikolas,Jesus Luzardo,2,3.89,3.39,1
20230717,NYA,ANA,3,4,Griffin Canning,Luis Severino,1,,2.94,1
20230717,LAN,BAL,6,4,Grayson Rodriguez,Emmet Sheehan,-2,,,0
20230717,DET,KCA,3,2,Jordan Lyles,Matt Manning,-1,4.94,3.97,0
20230717,BOS,OAK,7,0,Paul Blackburn,Brennan Bernardino,-7,4.14,1.64,0
20230717,MIN,SEA,6,7,Logan Gilbert,Sonny Gray,1,4.11,3.67,1
20230717,TBA,TEX,2,3,Dane Dunning,Shane McClanahan,1,4.49,2.79,1
20230718,ARI,ATL,16,13,Bryce Elder,Zach Davies,-3,4.25,4.56,0
20230718,WAS,CHN,3,17,Jameson Taillon,Patrick Corbin,14,4.2,6.41,1
20230718,SFN,CIN,11,10,Luke Weaver,Anthony DeSclafani,-1,5.45,5.49,0
20230718,HOU,COL,3,4,Jake Bird,Hunter Brown,1,4.78,2.96,1
20230718,CHA,NYN,10,11,Carlos Carrasco,Lucas Giolito,1,4.08,4.23,1
20230718,MIL,PHI,3,4,Aaron Nola,Julio Teheran,1,2.74,,1
20230718,CLE,PIT,10,1,Mitch Keller,Logan Allen,-9,4.23,6.37,0
20230718,MIA,SLN,2,5,Jordan Montgomery,Edward Cabrera,3,4,4.05,1
20230718,NYA,ANA,1,5,Patrick Sandoval,Domingo German,4,3.91,3.78,1
20230718,LAN,BAL,10,3,Tyler Wells,Michael Grove,-7,3.78,3.1,0
20230718,DET,KCA,10,11,Daniel Lynch,Tarik Skubal,1,,3.31,1
20230718,BOS,OAK,0,3,Luis Medina,Joe Jacques,3,,,1
20230718,MIN,SEA,10,3,Bryan Woo,Bailey Ober,-7,,4.71,0
20230718,TBA,TEX,3,5,Nathan Eovaldi,Taj Bradley,2,4.31,,1
20230718,SDN,TOR,9,1,Alek Manoah,Joe Musgrove,-8,3.31,3.27,0
20230719,ARI,ATL,5,3,Charlie Morton,Ryne Nelson,-2,4.11,2.24,0
20230719,WAS,CHN,3,8,Kyle Hendricks,Trevor Williams,5,5.07,3.67,1
20230719,SFN,CIN,2,3,Graham Ashcraft,Ross Stripling,1,4.02,3.54,1
20230719,HOU,COL,4,1,Austin Gomber,Brandon Bielak,-3,4.59,4.25,0
20230719,CHA,NYN,1,5,Justin Verlander,Touki Toussaint,4,2.66,4.02,1
20230719,MIL,PHI,5,3,Cristopher Sanchez,Colin Rea,-2,4.28,,0
20230719,CLE,PIT,5,7,Rich Hill,Aaron Civale,2,4.08,3.8,1
20230719,MIA,SLN,4,6,Dakota Hudson,Sandy Alcantara,2,5.01,2.9,1
20230719,NYA,ANA,3,7,Chase Silseth,Carlos Rodon,4,6.61,2.64,1
20230719,LAN,BAL,5,8,Dean Kremer,Julio Urias,3,4.49,2.81,1
20230719,DET,KCA,3,2,Ryan Yarbrough,Eduardo Rodriguez,-1,4.4,4.2,0
20230719,BOS,OAK,5,6,Ken Waldichuk,Brayan Bello,1,4.59,3.8,1
20230719,MIN,SEA,6,3,Luis Castillo,Kenta Maeda,-3,3.31,,0
20230719,TBA,TEX,1,5,Jon Gray,Zack Littell,4,3.59,3.64,1
20230719,SDN,TOR,2,0,Jose Berrios,Yu Darvish,-2,5.11,3.49,0
20230720,ARI,ATL,5,7,Spencer Strider,Zac Gallen,2,2.39,3.17,1
20230720,SLN,CHN,7,2,Marcus Stroman,Steven Matz,-5,3.94,3.67,0
20230720,SFN,CIN,1,5,Andrew Abbott,Alex Cobb,4,,3.15,1
20230720,CHA,NYN,6,2,Jose Quintana,Michael Kopech,-4,3.86,3.94,0
20230720,MIL,PHI,4,0,Taijuan Walker,Corbin Burnes,-4,3.94,3.05,0
20230720,DET,KCA,3,0,Zack Greinke,Michael Lorenzen,-3,4.78,3.91,0
20230720,HOU,OAK,3,1,Hogan Harris,J. P. France,-2,,,0
20230720,MIN,SEA,0,5,George Kirby,Pablo Lopez,5,3.31,3.75,1
20230720,BAL,TBA,4,3,Tyler Glasnow,Kyle Gibson,-1,5.75,4.46,0
20230720,SDN,TOR,0,4,Chris Bassitt,Blake Snell,4,3.46,3.19,1
20230721,SLN,CHN,3,4,Justin Steele,Jack Flaherty,1,3.59,4.94,1
20230721,ARI,CIN,6,9,Ben Lively,Tommy Henry,3,,4.84,1
20230721,COL,MIA,6,1,Braxton Garrett,Peter Lambert,-5,4.05,,0
20230721,ATL,MIL,6,4,Freddy Peralta,Mike Soroka,-2,2.7,,0
20230721,SFN,WAS,3,5,Jake Irvin,Alex Wood,2,,4,1
20230721,PIT,ANA,5,8,Shohei Ohtani,Johan Oviedo,3,2.68,3.17,1
20230721,NYN,BOS,5,4,Daniel Vogelbach,David Robertson,-1,,3.05,0
20230721,PHI,CLE,5,6,Gavin Williams,Ranger Suarez,1,,3.78,1
20230721,SDN,DET,5,4,Reese Olson,Seth Lugo,-1,,3.46,0
20230721,CHA,MIN,4,9,Joe Ryan,Lance Lynn,5,3.57,3.62,1
20230721,KCA,NYA,4,5,Clarke Schmidt,Alec Marsh,1,3.51,,1
20230721,HOU,OAK,6,4,JP Sears,Framber Valdez,-2,4.49,3.31,0
20230721,TOR,SEA,2,3,Bryce Miller,Yusei Kikuchi,1,,5.63,1
20230721,BAL,TBA,0,3,Zach Eflin,Kyle Bradish,3,3.27,4.49,1
20230721,LAN,TEX,11,5,Andrew Heaney,Tony Gonsolin,-6,3.39,3.12,0
20230722,SLN,CHN,6,8,Michael Fulmer,Miles Mikolas,2,3.78,3.89,1
20230722,ARI,CIN,2,4,Brandon Williamson,Brandon Pfaadt,2,,,1
20230722,COL,MIA,4,3,Johnny Cueto,Chase Anderson,-1,4.02,3.75,0
20230722,ATL,MIL,3,4,Adrian Houser,Allan Winans,1,4.94,,1
20230722,SFN,WAS,1,10,Josiah Gray,Logan Webb,9,4.25,3.59,1
20230722,PIT,ANA,3,0,Reid Detmers,Ryan Borucki,-3,4.05,5.9,0
20230722,NYN,BOS,6,8,James Paxton,Max Scherzer,2,,2.87,1
20230722,PHI,CLE,0,1,Tanner Bibee,Zack Wheeler,1,,3.1,1
20230722,SDN,DET,14,3,Matt Manning,Jackson Wolf,-11,3.97,,0
20230722,CHA,MIN,2,3,Sonny Gray,Dylan Cease,1,3.67,2.7,1
20230722,KCA,NYA,2,5,Gerrit Cole,Brady Singer,3,3.31,3.97,1
20230722,HOU,OAK,1,4,Paul Blackburn,Cristian Javier,3,4.14,2.43,1
20230722,TOR,SEA,8,9,Logan Gilbert,Kevin Gausman,1,4.11,3.34,1
20230722,BAL,TBA,6,5,Shane McClanahan,Grayson Rodriguez,-1,2.79,,0
20230722,LAN,TEX,16,3,Dane Dunning,Bobby Miller,-13,4.49,,0
20230723,SLN,CHN,2,7,Jameson Taillon,Jordan Montgomery,5,4.2,4,1
20230723,ARI,CIN,3,7,Luke Weaver,Jose Ruiz,4,5.45,4.31,1
20230723,COL,MIA,2,3,Jesus Luzardo,Ty Blach,1,3.39,4.08,1
20230723,ATL,MIL,4,2,Julio Teheran,Bryce Elder,-2,,4.25,0
20230723,SFN,WAS,1,6,MacKenzie Gore,Scott Alexander,5,5.21,2.32,1
20230723,PIT,ANA,5,7,Tyler Anderson,Mitch Keller,2,3.1,4.23,1
20230723,NYN,BOS,1,6,Brennan Bernardino,Carlos Carrasco,5,1.64,4.08,1
20230723,PHI,CLE,8,5,Xzavion Curry,Aaron Nola,-3,6.66,2.74,0
20230723,SDN,DET,1,3,Alex Faedo,Joe Musgrove,2,5.53,3.27,1
20230723,CHA,MIN,4,5,Bailey Ober,Lucas Giolito,1,4.71,4.23,1
20230723,KCA,NYA,5,8,Luis Severino,Jordan Lyles,3,2.94,4.94,1
20230723,HOU,OAK,3,2,Luis Medina,Hunter Brown,-1,,2.96,0
20230723,TOR,SEA,4,3,Bryan Woo,Alek Manoah,-1,,3.31,0
20230723,BAL,TBA,5,3,Taj Bradley,Tyler Wells,-2,,3.78,0
20230723,LAN,TEX,4,8,Martin Perez,Emmet Sheehan,4,3.59,,1
20230724,SLN,ARI,10,6,Ryne Nelson,Adam Wainwright,-4,2.24,4.53,0
20230724,TOR,LAN,6,3,Michael Grove,Jose Berrios,-3,3.1,5.11,0
20230724,CIN,MIL,2,3,Colin Rea,Graham Ashcraft,1,,4.02,1
20230724,BAL,PHI,3,2,Cristopher Sanchez,Dean Kremer,-1,4.28,4.49,0
20230724,PIT,SDN,8,4,Yu Darvish,Quinn Priester,-4,3.49,,0
20230724,COL,WAS,10,6,Patrick Corbin,Jake Bird,-4,6.41,4.78,0
20230724,KCA,CLE,5,3,Logan Allen,Ryan Yarbrough,-2,6.37,4.4,0
20230724,SFN,DET,1,5,Tarik Skubal,Ross Stripling,4,3.31,3.54,1
20230724,TEX,HOU,9,10,Brandon Bielak,Jon Gray,1,4.25,3.59,1
20230724,SEA,MIN,3,4,Kenta Maeda,Luis Castillo,1,,3.31,1
20230725,SLN,ARI,1,3,Merrill Kelly,Steven Matz,2,3.62,3.67,1
20230725,TOR,LAN,7,8,Julio Urias,Chris Bassitt,1,2.81,3.46,1
20230725,CIN,MIL,4,3,Corbin Burnes,Andrew Abbott,-1,3.05,,0
20230725,BAL,PHI,3,4,Taijuan Walker,Kyle Gibson,1,3.94,4.46,1
20230725,PIT,SDN,1,5,Blake Snell,Rich Hill,4,3.19,4.08,1
20230725,OAK,SFN,1,2,Alex Cobb,Tayler Scott,1,3.15,4.87,1
20230725,COL,WAS,5,6,Trevor Williams,Austin Gomber,1,3.67,4.59,1
20230725,ATL,BOS,1,7,John Schreiber,Charlie Morton,6,2.55,4.11,1
20230725,CHN,CHA,7,3,Michael Kopech,Kyle Hendricks,-4,3.94,5.07,0
20230725,KCA,CLE,1,5,Aaron Civale,Zack Greinke,4,3.8,4.78,1
20230725,ANA,DET,7,6,Eduardo Rodriguez,Griffin Canning,-1,4.2,,0
20230725,TEX,HOU,3,4,J. P. France,Yerry Rodriguez,1,,2.32,1
20230725,SEA,MIN,9,7,Pablo Lopez,George Kirby,-2,3.75,3.31,0
20230725,NYN,NYA,9,3,Domingo German,Justin Verlander,-6,3.78,2.66,0
20230725,MIA,TBA,1,4,Tyler Glasnow,Edward Cabrera,3,5.75,4.05,1
20230726,SLN,ARI,11,7,Zac Gallen,Jack Flaherty,-4,3.17,4.94,0
20230726,TOR,LAN,8,1,Tony Gonsolin,Yusei Kikuchi,-7,3.12,5.63,0
20230726,CIN,MIL,0,3,Freddy Peralta,Ben Lively,3,2.7,,1
20230726,BAL,PHI,4,6,Ranger Suarez,Kyle Bradish,2,3.78,4.49,1
20230726,PIT,SDN,3,2,Seth Lugo,Johan Oviedo,-1,3.46,3.17,0
20230726,OAK,SFN,3,8,Ryan Walker,Freddy Tarnok,5,,3.94,1
20230726,COL,WAS,4,5,Jake Irvin,Peter Lambert,1,,,1
20230726,ATL,BOS,3,5,Brayan Bello,Spencer Strider,2,3.8,2.39,1
20230726,CHN,CHA,10,7,Lance Lynn,Marcus Stroman,-3,3.62,3.94,0
20230726,KCA,CLE,3,8,Gavin Williams,Alec Marsh,5,,,1
20230726,TEX,HOU,13,5,Framber Valdez,Andrew Heaney,-8,3.31,3.39,0
20230726,SEA,MIN,8,7,Joe Ryan,Bryce Miller,-1,3.57,,0
20230726,NYN,NYA,1,3,Carlos Rodon,Jose Quintana,2,2.64,3.86,1
20230726,MIA,TBA,7,1,Zach Eflin,Sandy Alcantara,-6,3.27,2.9,0
20230727,WAS,NYN,1,2,Kodai Senga,Josiah Gray,1,,4.25,1
20230727,CHN,SLN,10,3,Miles Mikolas,Justin Steele,-7,3.89,3.59,0
20230727,CLE,CHA,6,3,Dylan Cease,Tanner Bibee,-3,2.7,,0
20230727,ANA,DET,6,0,Michael Lorenzen,Shohei Ohtani,-6,3.91,2.68,0
20230727,ANA,DET,11,4,Matt Manning,Patrick Sandoval,-7,3.97,3.91,0
20230728,SEA,ARI,5,2,Tommy Henry,Logan Gilbert,-3,4.84,4.11,0
20230728,MIL,ATL,7,10,Yonny Chirinos,Adrian Houser,3,3.01,4.94,1
20230728,OAK,COL,8,5,Kyle Freeland,JP Sears,-3,5.14,4.49,0
20230728,CIN,LAN,6,5,Bobby Miller,Brandon Williamson,-1,,,0
20230728,DET,MIA,5,6,Braxton Garrett,Reese Olson,1,4.05,,1
20230728,WAS,NYN,1,5,Max Scherzer,MacKenzie Gore,4,2.87,5.21,1
20230728,PHI,PIT,2,1,Mitch Keller,Zack Wheeler,-1,4.23,3.1,0
20230728,TEX,SDN,1,7,Joe Musgrove,Dane Dunning,6,3.27,4.49,1
20230728,BOS,SFN,3,2,Logan Webb,Kutter Crawford,-1,3.59,4.62,0
20230728,CHN,SLN,3,2,Jordan Montgomery,Hayden Wesneski,-1,4,2.18,0
20230728,NYA,BAL,0,1,Grayson Rodriguez,Gerrit Cole,1,,3.31,1
20230728,CLE,CHA,0,3,Touki Toussaint,Xzavion Curry,3,4.02,6.66,1
